"","x"
"824","RT @TPE_connect: Sriwijaya Air flight SJ182 which is in the spotlight this week operates some of the world's oldest planes #Indonesia #Sriw…"
"825","RT @Satcom_Guru: An upset into unusual attitude with flight path dipping perilously downwards takes every bit of effort by all crew members…"
"826","RT @TPE_connect: Sriwijaya Air that crashed into the sea off the coast of Jakarta passed an airworthiness inspection last month #Indonesia…"
"827","RT @FHavg: #SriwijayaAir #SJ182 crash follows years of safety reforms 

#indonesia  https://t.co/8mEjw9oFYn"
"828","RT @Satcom_Guru: Appears CVR pinger #ULB #ULD is detached from the CVR.
Notice they have recovered both pingers.
While the pinger is attach…"
"829","RT @Satcom_Guru: encountering a major upset, #SJ182 flight crew were aviating and had no time for comms.

-38 seconds upset, track starts t…"
"830","RT @TPE_connect: Doomed Indonesian flight pilot Afwan Zamzami apologised to his wife and three children for leaving them that day  #Indones…"
"831","RT @MenTourPilot: Such a tragedy! 
Now we face an agonizing wait for the accident investigators to find out what happened.
Avoid speculatio…"
"832","RT @itskaytobeyou: That jacket! <U+0001F494><U+0001F62D> #SriwijayaAir #SJ182 https://t.co/qVTJTWLcJX"
"833","Sriwijaya Air that crashed into the sea off the coast of Jakarta passed an airworthiness inspection last month… https://t.co/xSVBtDRDi4"
"834","RT @itskaytobeyou: That jacket! <U+0001F494><U+0001F62D> #SriwijayaAir #SJ182 https://t.co/qVTJTWLcJX"
"835","An upset into unusual attitude with flight path dipping perilously downwards takes every bit of effort by all crew… https://t.co/yu87IqbrWx"
"836","Doomed Indonesian flight pilot Afwan Zamzami apologised to his wife and three children for leaving them that day… https://t.co/TJS6zDrwCc"
"837","RT @meeniikk: That's why ""have a safe flight"", ""have a safe ride"", ""take care of yourself"", ""have a good night or ""i love you"" means so muc…"
"838","RT @Satcom_Guru: What appears to be parts of CVR case sit behind the 2 pingers.
These DO NOT appear to be part of the memory unit.
The ping…"
"839","RT @itskaytobeyou: That jacket! <U+0001F494><U+0001F62D> #SriwijayaAir #SJ182 https://t.co/qVTJTWLcJX"
"840","RT @epaphotos: Rescue teams resumed, amid adverse weather conditions, the search for one of the black boxes and the remains of the victims…"
"841","RT @Satcom_Guru: encountering a major upset, #SJ182 flight crew were aviating and had no time for comms.

-38 seconds upset, track starts t…"
"842","RT @SevenHars: Prayfor #SJ182
#SriwijayaAir https://t.co/hBxALFiSj2"
"843","Sriwijaya Air flight SJ182 which is in the spotlight this week operates some of the world's oldest planes… https://t.co/aTi1uW3oy6"
"844","Dunia sibuk dengan Gucci x Doraemon. Di Indonesia sendiri sibuk dengan SJ182, Vaksin Covid-19, and famous people be… https://t.co/uwhrlHpgGw"
"845","encountering a major upset, #SJ182 flight crew were aviating and had no time for comms.

-38 seconds upset, track s… https://t.co/3N2ef7cJ9i"
"846","RT @DaffaAlmadany20: The crash of flight #SJ182 the country's third major airline crash in just over six years, places Indonesia's aviation…"
"847","RT @prathampy: The most heartbreaking picture from #SJ182 <U+0001F494>

#SriwijayaAir #Boeing737 #Indonesia #planecrash #AvGeek #aviation #RIPSJ182 #P…"
"848","The crash of flight #SJ182 the country's third major airline crash in just over six years, places Indonesia's aviat… https://t.co/RAes7s4V8Z"
"849","RT @itskaytobeyou: That jacket! <U+0001F494><U+0001F62D> #SriwijayaAir #SJ182 https://t.co/qVTJTWLcJX"
"850","Rest In Peace, Kak Mia <U+0001F64F><U+0001F940>
Glad to know you... Safe Flight to The Heaven! <U+2708>
#SJ182 https://t.co/ar6uzZFZfg"
"851","RT @TXTBigHitWW: tw // plane crash

The hashtag party for the release of 'Force' will be cancelled to pay respect to the recent plane crash…"
"852","RT @muftimenk: Praying for #SJ182 that took off from #Jakarta, #Indonesia earlier. May the Almighty grant safety to one and all. Aameen
#Bo…"
"853","RT @V_R_G_INC: The wreckage of the flight #SJ182 has been located in the depths of the Java Sea.
The #B737 -500 of Sriwijaya Air crashed ye…"
"854","RT @SevenHars: Prayfor #SJ182
#SriwijayaAir https://t.co/hBxALFiSj2"
"855","RT @Max24948076: The 26 year old @SriwijayaAir  #SJ182 lost more than 10000 feet of altitude in less than a minute after departure from Jak…"
"856","RT @Max24948076: The 26 year old @SriwijayaAir  #SJ182 lost more than 10000 feet of altitude in less than a minute after departure from Jak…"
"857","RT @Chef_Gavin_Lee: Rest in peace people in SJ182 I found out @ustadchen family grandfather's brother was in this plane, i feel very guilty…"
"858","RT @annelycstae: i don't know what i feel in this beginning of the year. SJ182 crashed, flooding in KalSel, and now Syekh Ali Jaber. i'm cr…"
"859","Sriwijaya Air aircraft that crashed into the sea off the coast of Jakarta passed an airworthiness inspection last m… https://t.co/EleeS4xz0G"
"860","RT @charts_k: Sending prayers to everyone on board #SJ182 as well as their friends, families, &amp; anyone affected. <U+0001F64F>"
"861","RT @uniytae: I definitely feel so sad. I have never seen something like that before. There's nothing which can express my feelings. I'm ter…"
"862","RT @btsaeso: ive just heard about the news of sriwijaya flight #SJ182 and am thinking of all the passengers and crew who were on board as w…"
"863","wait what were the weather conditions when #SJ182 departed?? dont tell me..."
"864","RT @IATA: We are saddened by the loss of lives from Sriwijaya Air flight #SJ182. Our deepest condolences go to the family and friends of th…"
"865","Indonesian flight pilot Afwan Zamzami apologised to his wife and three kids for leaving them that day  #Indonesia… https://t.co/Q8R4QkwycA"
"866","RT @charts_k: Sending prayers to everyone on board #SJ182 as well as their friends, families, &amp; anyone affected. <U+0001F64F>"
"867","RT @muftimenk: Praying for #SJ182 that took off from #Jakarta, #Indonesia earlier. May the Almighty grant safety to one and all. Aameen
#Bo…"
"868","Sriwijaya Air which is in the spotlight this week operates some of the world's oldest planes #Indonesia… https://t.co/pbeGLPCrtt"
"869","RT @11DriafranstI: <U+0001F940>..Pray for SJ182..<U+0001F940>

I do believe,
that some people 
sense when they’re going to die.

However,
I'm sure that there mus…"
"870","RT @11DriafranstI: <U+0001F940>..Pray for SJ182..<U+0001F940>

I do believe,
that some people 
sense when they’re going to die.

However,
I'm sure that there mus…"
"871","RT @11DriafranstI: <U+0001F940>..Pray for SJ182..<U+0001F940>

I do believe,
that some people 
sense when they’re going to die.

However,
I'm sure that there mus…"
"872","RT @11DriafranstI: <U+0001F940>..Pray for SJ182..<U+0001F940>

I do believe,
that some people 
sense when they’re going to die.

However,
I'm sure that there mus…"
"873","RT @11DriafranstI: <U+0001F940>..Pray for SJ182..<U+0001F940>

I do believe,
that some people 
sense when they’re going to die.

However,
I'm sure that there mus…"
"874","RT @annelycstae: i don't know what i feel in this beginning of the year. SJ182 crashed, flooding in KalSel, and now Syekh Ali Jaber. i'm cr…"
"875","RT @epaphotos: Rescue teams resumed, amid adverse weather conditions, the search for one of the black boxes and the remains of the victims…"
"876","Doomed Indonesian flight pilot Afwan Zamzami apologised to his three children for leaving them that day  #Indonesia… https://t.co/zQTb6UDIHY"
"877","#SJ182 Search update 3.0
https://t.co/72qF3nOXWS"
"878","From https://t.co/gxam8y058h.
The one guy that's happy for corona:
""A passenger booked onto the crashed flight repo… https://t.co/GZTS2TsakZ"
"879","RT @Max24948076: The 26 year old @SriwijayaAir  #SJ182 lost more than 10000 feet of altitude in less than a minute after departure from Jak…"
"880","RT @Max24948076: The 26 year old @SriwijayaAir  #SJ182 lost more than 10000 feet of altitude in less than a minute after departure from Jak…"
"881","The 26 year old @SriwijayaAir  #SJ182 lost more than 10000 feet of altitude in less than a minute after departure f… https://t.co/nL3ftDDrm4"
"882","#SriwijayaAir #SJ182 crash follows years of safety reforms 

#indonesia  https://t.co/8mEjw9oFYn"
"883","Flight Simulator #SJ182 https://t.co/wwLmkA9fCx"
"884","RT @muftimenk: Praying for #SJ182 that took off from #Jakarta, #Indonesia earlier. May the Almighty grant safety to one and all. Aameen
#Bo…"
"885","RT @senib20: This one made me feeling bad <U+0001F622>
Remaining of a little kid onboard found by rescuers 
#SriwijayaAirSJ182 #Sriwijaya #SJY182 #SJ1…"
"886","RT @senib20: Bodies and parts being found from the Sriwijaya Air flight SJ182, that departed from Jakarta, Indonesia 

#sj182 #SriwijayaAir…"
"887","RT @Bobby122448: Guys, let's pray for the victims to go in peace and their families who are left behind, hopefully they will be given coura…"
"888","RT @abelerskinnti: Send my deepest condolences to all the victims and their families <U+0001F614><U+0001F64F><U+0001F3FB><U+2728>.
Pray for sriwijaya air <U+0001F64F><U+0001F3FB>.
Rest in peace in the…"
"889","RT @planesafeorg: MT @cnni: A search team has recovered one of the two black boxes from the Indonesian plane that crashed into the Java sea…"
"890","RT @arvadda: My deepest condolences to every passenger and crew who broad #SJ182 today
this was taken back on 2019 during my vacation to yo…"
"891","RT @oswaldosrm: Divers have identified parts of the Boeing 737-500 wreckage of Sriwijaya Air flight SJ182

#SriwijayaAir #Indonesia #SJY182…"
"892","RT @charts_k: Sending prayers to everyone on board #SJ182 as well as their friends, families, &amp; anyone affected. <U+0001F64F>"
"893","RT @MuslimPro: Our deepest condolences to the families of the Sriwijaya Air flight SJ182 passengers. May Allah SWT grant them strength and…"
"894","RT @annelycstae: i don't know what i feel in this beginning of the year. SJ182 crashed, flooding in KalSel, and now Syekh Ali Jaber. i'm cr…"
"895","RT @breakingavnews: Recovered black box from Sriwijaya Air flight SJ182 identified as the flight data recorder. Analysis is expected to tak…"
"896","RT @AvGeek4: BREAKING <U+26A0><U+FE0F> Black boxes of Sriwijaya Air #SJ182 Boeing 737 have been located https://t.co/vaZrnJguax"
"897","RT @airlivenet: Indonesian divers have found Sriwijaya Air Boeing 737-500 wreckage at a depth of 23 meters (75 feet) in Java Sea #SJ182 htt…"
"898","RT @flightradar24: Earlier today, divers recovered the Flight Data Recorder from #SJ182 and transferred it to investigators for read out, w…"
"899","RT @bennett_holiday: I am deeply saddened by the loss of lives in Sriwijaya Air flight #SJ182. My prayers are with families of all those pa…"
"900","RT @KikiSiregarCNA: Body parts have arrived at Jakarta’s harbour, suspected to be related to the missing Sriwijaya Airline #SJ182 https://t…"
"901","RT @breakingavnews: CCTV captures pushback of Sriwijaya Air flight SJ182 moments before disappearing from radar. https://t.co/v2g1CHe2hw ht…"
"902","RT @hourlycsb: tw // plane crash

sending our deepest condolences to the families and loved ones of the passengers, pilots, and crew of #SJ…"
"903","RT @abangjamel: That's why

""Have a safe flight"" 
""Take care""
""I love you""
""See you soon""

Means so much..
it could be your last goodbye

D…"
"904","RT @bennett_holiday: I am deeply saddened by the loss of lives in Sriwijaya Air flight #SJ182. My prayers are with families of all those pa…"
"905","RT @muftimenk: Praying for #SJ182 that took off from #Jakarta, #Indonesia earlier. May the Almighty grant safety to one and all. Aameen
#Bo…"
"906","RT @FLATUINJAKARTA: Pray for SJ182 Sending our deepest condolences to the families and loved ones of the passengers,pilot and loved ones of…"
"907","RT @IrfanuddinMe: That's why

""Have a safe flight"" 
""Take care""
""I love you""
""See you soon""

Means so much..
it could be our last goodbye…"
"908","RT @ethereal_svt: tw // plane crash

let's have a moment to send our prayers to all the crews and passengers for the lost of Sriwijaya Air.…"
"909","RT @keepstrugglin_: heartbreaking news.

<U+0001F64F><U+0001F54A><U+FE0F> sending all my prayers to those affected by this tragedy.
to the pilot, all passengers, the cr…"
"910","RT @IrfanuddinMe: That's why

""Have a safe flight"" 
""Take care""
""I love you""
""See you soon""

Means so much..
it could be our last goodbye…"
"911","#Sriwijaya #SJ182 @ #Jakarta
JAN/9/2021
-Lost height and impacted Java Sea-

JAN/14/2021 <U+0001F447>
https://t.co/JaG83brl8w"
"912","RT @iFly_Aviation: UPDATE on #SriwijayaAir #SJ182 :

- Flight data recorder recovered 
- Search for cockpit voice recorder still ongoing 
-…"
"913","RT @sirdndy: Praying for Boeing 737 #SJ182 <U+0001F940><U+0001F940><U+0001F940> https://t.co/t2Jh1SQhkB"
"914","Indonesia’s struggle to identify the Sriwijaya plane crash dead 
#BreakingNews
#AsiaPacific 
#SoutheastAsia… https://t.co/3Kgg9yRlNI"
"915","RT @annelycstae: i don't know what i feel in this beginning of the year. SJ182 crashed, flooding in KalSel, and now Syekh Ali Jaber. i'm cr…"
"916","RT @itskaytobeyou: That jacket! <U+0001F494><U+0001F62D> #SriwijayaAir #SJ182 https://t.co/qVTJTWLcJX"
"917","RT @annelycstae: i don't know what i feel in this beginning of the year. SJ182 crashed, flooding in KalSel, and now Syekh Ali Jaber. i'm cr…"
"918","RT @Allbrightvc: We, AllBrightvc would like to express our deepest condolences to all those who have lost loved one’s by the tragedy of Sri…"
"919","RT @RichardGrahamUK: The retrieval of SJ182 flight data recorder (‘black box’) from Java Sea gives hope of an explanation to grieving Indon…"
"920","Rescue teams resumed, amid adverse weather conditions, the search for one of the black boxes and the remains of the… https://t.co/7p5gWM13Xs"
"921","The Captain 2019
https://t.co/AUSsG7i4Dc

#sj182sriwijayaair 
#SriwijayaAir 
#SJ182"
"922","RT @annelycstae: i don't know what i feel in this beginning of the year. SJ182 crashed, flooding in KalSel, and now Syekh Ali Jaber. i'm cr…"
"923","RT @MuslimPro: Our deepest condolences to the families of the Sriwijaya Air flight SJ182 passengers. May Allah SWT grant them strength and…"
"924","RT @annelycstae: i don't know what i feel in this beginning of the year. SJ182 crashed, flooding in KalSel, and now Syekh Ali Jaber. i'm cr…"
"925","RT @fundsforBTS_ID: Our deepest condolences to the crew and passengers of #SriwijayaAir #SJ182 <U+0001F49C><U+0001F62D> Our thoughts and prayers are with the fam…"
"926","RT @annelycstae: i don't know what i feel in this beginning of the year. SJ182 crashed, flooding in KalSel, and now Syekh Ali Jaber. i'm cr…"
"927","Thank you for caring about the country of Indonesia, but I suggest to YOU honorable , If you don't know, just keep… https://t.co/6PGAWVH2cK"
"928","@manarianz5 My daughter is the same age, this breaks my hearts, pur thoughts and prayers to the family and people on board #SJ182"
"929","RT @RichardGrahamUK: The retrieval of SJ182 flight data recorder (‘black box’) from Java Sea gives hope of an explanation to grieving Indon…"
"930","Sriwijaya Air flight SJ182 passed airworthiness inspection test just last month #Indonesia #SriwijayaAir… https://t.co/1MNSCgGov5"
"931","RT @iFly_Aviation: UPDATE on #SriwijayaAir #SJ182 :

- Flight data recorder recovered 
- Search for cockpit voice recorder still ongoing 
-…"
"932","RT @artd_acc: Spesial art..<U+0001F64F>
#SJ182 #PrayForSriwijayaAir #artidn #zonakaryaid https://t.co/bKFKwGx9Ne"
"933","RT @hanlovessyae: TW // PLANE CRASH

this is a literal free fall from 10,000 ft to 25 ft. oomfs and non oomfs please stop tweeting about kp…"
"934","RT @iFly_Aviation: UPDATE on #SriwijayaAir #SJ182 :

- Flight data recorder recovered 
- Search for cockpit voice recorder still ongoing 
-…"
"935","RT @annelycstae: i don't know what i feel in this beginning of the year. SJ182 crashed, flooding in KalSel, and now Syekh Ali Jaber. i'm cr…"
"936","RT @airlivenet: Indonesian divers have found Sriwijaya Air Boeing 737-500 wreckage at a depth of 23 meters (75 feet) in Java Sea #SJ182 htt…"
"937","Captain of Sriwijaya Air Flight SJ182 apologised to his wife and kids before leaving them that day  #Indonesia… https://t.co/xlLY0uLcdv"
"938","RT @flightradar24: Earlier today, divers recovered the Flight Data Recorder from #SJ182 and transferred it to investigators for read out, w…"
"939","RT @flightradar24: Sriwijaya Air flight #SJ182 lost more than 10.000 feet of altitude in less than one minute, about 4 minutes after depart…"
"940","RT @sprinkleflakes: if any of you have some anxiety or triggered your mental about this plane incident in Indonesia, here’s a breathing exe…"
"941","RT @annelycstae: i don't know what i feel in this beginning of the year. SJ182 crashed, flooding in KalSel, and now Syekh Ali Jaber. i'm cr…"
"942","RT @jan_gelfand: #RedCross @palangmerah conduct regular health check of the search and rescue of #SJ182 team without forgetting the <U+0001F637>correc…"
"943","RT @EXOPublicity: In other news: Indonesia’s Transportation Ministry had lost contact with Sriwijaya Air Flight 182. Sending our thoughts a…"
"944","RT @hanlovessyae: TW // PLANE CRASH

this is a literal free fall from 10,000 ft to 25 ft. oomfs and non oomfs please stop tweeting about kp…"
"945","RT @breakingavnews: Recovered black box from Sriwijaya Air flight SJ182 identified as the flight data recorder. Analysis is expected to tak…"
"946","RT @spectatorindex: JUST IN: Black box of Sriwijaya Air flight SJ182 has been retrieved"
"947","RT @annelycstae: i don't know what i feel in this beginning of the year. SJ182 crashed, flooding in KalSel, and now Syekh Ali Jaber. i'm cr…"
"948","RT @enstills: tw // plane crash

this is so heartbreaking. sending my deepest condolences to the crew and passengers... everyone, let's not…"
"949","Indonesia suspends search for cockpit voice recorder following bad weather #Indonesia #SriwijayaAir #SriwijayaSJ182… https://t.co/RTMIa56WSx"
"950","RT @iFly_Aviation: UPDATE on #SriwijayaAir #SJ182 :

- Flight data recorder recovered 
- Search for cockpit voice recorder still ongoing 
-…"
"951","RT @annelycstae: i don't know what i feel in this beginning of the year. SJ182 crashed, flooding in KalSel, and now Syekh Ali Jaber. i'm cr…"
"952","literally uploaded 4 videos in the last 4 days and had to mention sj182 to get views"
"953","RT @Aryn_93: Please share and donate <U+0001F64C><U+0001F3FD>

BNI - 0850142027 (Aryn Williams)

https://t.co/XWu6cnj7tn @gofundme"
"954","RT @annelycstae: i don't know what i feel in this beginning of the year. SJ182 crashed, flooding in KalSel, and now Syekh Ali Jaber. i'm cr…"
"955","RT @annelycstae: i don't know what i feel in this beginning of the year. SJ182 crashed, flooding in KalSel, and now Syekh Ali Jaber. i'm cr…"
"956","RT @iFly_Aviation: UPDATE on #SriwijayaAir #SJ182 :

- Flight data recorder recovered 
- Search for cockpit voice recorder still ongoing 
-…"
"957","RT @breakingavnews: Recovered black box from Sriwijaya Air flight SJ182 identified as the flight data recorder. Analysis is expected to tak…"
"958","Indonesia’s Sriwijaya Air that is in the spotlight after Flight SJ182 crashed operates some of the oldest planes in… https://t.co/htxRgDXjq3"
"959","RT @spectatorindex: JUST IN: Black box of Sriwijaya Air flight SJ182 has been retrieved"
"960","RT @ABC: SEA BED SEARCH: Divers comb the ocean floor in the Java sea for the remains of Sriwijaya Air flight SJ182, an Indonesian jetliner…"
"961","RT @seokjinjelly: I HATE 2021 ALREADY GOD WHY THIS IS SO HARD? First we lost SJ182 and now Syekh Ali Jaber...."
"962","RT @seokjinjelly: I HATE 2021 ALREADY GOD WHY THIS IS SO HARD? First we lost SJ182 and now Syekh Ali Jaber...."
"963","RT @MuslimPro: Our deepest condolences to the families of the Sriwijaya Air flight SJ182 passengers. May Allah SWT grant them strength and…"
"964","RT @annelycstae: i don't know what i feel in this beginning of the year. SJ182 crashed, flooding in KalSel, and now Syekh Ali Jaber. i'm cr…"
"965","RT @annelycstae: i don't know what i feel in this beginning of the year. SJ182 crashed, flooding in KalSel, and now Syekh Ali Jaber. i'm cr…"
"966","RT @SpeedBird_NCL: Emirates Boss Says Boeing Must Recognize Top-Down Role in MAX Flaws:
https://t.co/VHtq12jidK
#Aviation #Aircraft #MCAS #…"
"967","RT @spectatorindex: JUST IN: Black box of Sriwijaya Air flight SJ182 has been retrieved"
"968","Emirates Boss Says Boeing Must Recognize Top-Down Role in MAX Flaws:
https://t.co/VHtq12jidK
#Aviation #Aircraft… https://t.co/DLrrfiu4aR"
"969","RT @annelycstae: i don't know what i feel in this beginning of the year. SJ182 crashed, flooding in KalSel, and now Syekh Ali Jaber. i'm cr…"
"970","Deep Condolance #sriwijayaairsj182 #rspolri #sj182 #imambuhori #imambuhori2021 #merdekacom #jakartaindonesia #jos… https://t.co/ChdIm3a9go"
"971","RT @bennett_holiday: I am deeply saddened by the loss of lives in Sriwijaya Air flight #SJ182. My prayers are with families of all those pa…"
"972","RT @annelycstae: i don't know what i feel in this beginning of the year. SJ182 crashed, flooding in KalSel, and now Syekh Ali Jaber. i'm cr…"
"973","RT @bennett_holiday: I am deeply saddened by the loss of lives in Sriwijaya Air flight #SJ182. My prayers are with families of all those pa…"
"974","RT @iFly_Aviation: UPDATE on #SriwijayaAir #SJ182 :

- Flight data recorder recovered 
- Search for cockpit voice recorder still ongoing 
-…"
"975","UPDATE on #SriwijayaAir #SJ182 :

- Flight data recorder recovered 
- Search for cockpit voice recorder still ongoi… https://t.co/zWFGIoYh16"
"976","Despite #Indonesia experiencing several high-profile plane crashes in recent years, most recently Sriwijaya Air on… https://t.co/xYM0Pr4DVD"
"977","RT @annelycstae: i don't know what i feel in this beginning of the year. SJ182 crashed, flooding in KalSel, and now Syekh Ali Jaber. i'm cr…"
"978","RT @TXTBigHitWW: tw // plane crash

The hashtag party for the release of 'Force' will be cancelled to pay respect to the recent plane crash…"
"979","RT @annelycstae: i don't know what i feel in this beginning of the year. SJ182 crashed, flooding in KalSel, and now Syekh Ali Jaber. i'm cr…"
"980","Sixth day of SJ182 search operation involves 268 divers: Basarnas https://t.co/1TbBIZ85yX"
"981","RT @RealSJadoon: As if the last year is not worst enough, today there was a plane crash in Jakarta, Indonesia. I'm sending my deepest condo…"
"982","RT @bennett_holiday: I am deeply saddened by the loss of lives in Sriwijaya Air flight #SJ182. My prayers are with families of all those pa…"
"983","14 days of 2021, SJ182 airplane crash and Syekh Ali Jaber passed away...."
"984","RT @annelycstae: i don't know what i feel in this beginning of the year. SJ182 crashed, flooding in KalSel, and now Syekh Ali Jaber. i'm cr…"
"985","RT @AlexInAir: Indonesia’s #SJ182 Boeing 737 crash has become the country’s 10th worst fatal civil aviation accident, and the third major a…"
"986","Black Boxes Located For Sriwijaya Air Boeing 737

Officials from the Indonesian government have finally let the new… https://t.co/wt4trDoE9B"
"987","RT @annelycstae: i don't know what i feel in this beginning of the year. SJ182 crashed, flooding in KalSel, and now Syekh Ali Jaber. i'm cr…"
"988","RT @annelycstae: i don't know what i feel in this beginning of the year. SJ182 crashed, flooding in KalSel, and now Syekh Ali Jaber. i'm cr…"
"989","RT @annelycstae: i don't know what i feel in this beginning of the year. SJ182 crashed, flooding in KalSel, and now Syekh Ali Jaber. i'm cr…"
"990","Pilot of Sriwijaya Air Flight SJ182 apologised to his wife and kids before leaving them that day  #Indonesia… https://t.co/EZfJJmSfHm"
"991","RT @annelycstae: i don't know what i feel in this beginning of the year. SJ182 crashed, flooding in KalSel, and now Syekh Ali Jaber. i'm cr…"
"992","RT @annelycstae: i don't know what i feel in this beginning of the year. SJ182 crashed, flooding in KalSel, and now Syekh Ali Jaber. i'm cr…"
"993","RT @annelycstae: i don't know what i feel in this beginning of the year. SJ182 crashed, flooding in KalSel, and now Syekh Ali Jaber. i'm cr…"
"994","RT @seokjinjelly: I HATE 2021 ALREADY GOD WHY THIS IS SO HARD? First we lost SJ182 and now Syekh Ali Jaber...."
"995","RT @annelycstae: i don't know what i feel in this beginning of the year. SJ182 crashed, flooding in KalSel, and now Syekh Ali Jaber. i'm cr…"
"996","RT @flightradar24: Sriwijaya Air flight #SJ182 lost more than 10.000 feet of altitude in less than one minute, about 4 minutes after depart…"
"997","RT @annelycstae: i don't know what i feel in this beginning of the year. SJ182 crashed, flooding in KalSel, and now Syekh Ali Jaber. i'm cr…"
"998","RT @annelycstae: i don't know what i feel in this beginning of the year. SJ182 crashed, flooding in KalSel, and now Syekh Ali Jaber. i'm cr…"
"999","RT @annelycstae: i don't know what i feel in this beginning of the year. SJ182 crashed, flooding in KalSel, and now Syekh Ali Jaber. i'm cr…"
"1000","RT @breakingavnews: Recovered black box from Sriwijaya Air flight SJ182 identified as the flight data recorder. Analysis is expected to tak…"
